;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
Robson Barbosa;sociais;;;;brasil, educação, gestão;educação;cidade, educação, políticas, políticas públicas, públicas, sociais;desafios, estratégia;educação, impactos, públicas;cenário, digital, internet;;;;;;educação, paulo;desafios, gestão, impactos;brasil, caso, educação, estudo, estudo caso, perspectivas, políticas, proposta;;controle, paulo, perspectiva;;;proposta;estudo;;;;digital, estudo, sociais;aplicativo, caso, computadores, desafios, digital, estudo, estudo caso, gestão, paulo, technology;aplicativo, brasil, caso, digital, estratégia, paulo, perspectiva;acessibilidade, acessibilidade legislação, aérea, bank, brasil, brasil estudo, caso, companhia, companhia aérea, conflitos, conflitos operacionais, consolidação, consolidação marca, cptm, digital, digital estratégia, documentos, documentos importância, estratégia, estratégia consolidação, estudo, estudo bank, estudo cptm, ferramentas, ferramentas marketing, gerenciamento, gerenciamento projetos, gestão, gestão conflitos, gestão documentos, importância, importância gerenciamento, legislação, legislação brasil, marca, marca estudo, marketing, marketing digital, operacionais, operacionais companhia, overbooking, overbooking gestão, projetos;acessibilidade, acessibilidade legislação, aumentando, aumentando resiliência, aérea, bank, brasil, brasil estudo, caso, caso centro, centro, centro recondicionamento, cidade, cidade paulo, cidades, cidades aumentando, circular, circular brasil, circular conceitos, circular políticas, companhia, companhia aérea, computadores, computadores economia, conceitos, conceitos perspectivas, conflitos, conflitos operacionais, consolidação, consolidação marca, contemporânea, controle, controle operações, cptm, desafios, desafios economia, digital, digital estratégia, documentos, documentos importância, economia, economia circular, energético, energético cidades, estratégia, estratégia consolidação, estudo, estudo bank, estudo caso, estudo cptm, ferramentas, ferramentas marketing, gerenciamento, gerenciamento projetos, gestão, gestão conflitos, gestão documentos, importância, importância gerenciamento, legislação, legislação brasil, legislação desafios, marca, marca estudo, marketing, marketing digital, operacionais, operacionais companhia, operações, overbooking, overbooking gestão, paulo, perspectivas, perspectivas sociedade, políticas, políticas públicas, projetos, públicas, públicas legislação, recondicionamento, recondicionamento computadores, resiliência, resiliência controle, risco, risco energético, sociedade, sociedade contemporânea;cenário, desafios, perspectivas, sociais;caso;;companhia, paulo;estudo, paulo, políticas, políticas públicas, proposta, públicas;digital;case, caso, digital, estudo, estudo caso, gestão, impactos, influence, operacionalização, paulo, technology;estudo;digital, paulo, perspectivas, sociais;educação, educação especial, especial;case, city, paulo;brasil, desafios, economia, educacionais, educação, estudo, ferramentas, gestão, perspectiva, políticas, políticas públicas, projetos, públicas;;;;brasil, caso, digital, estudo, estudo caso, proposta, sociais;cidade, cidade paulo, cidades, paulo;generation;caso, cenário, estudo, estudo caso;controle, digital, gestão;cidades, desafios, estudo;influence, quality;brasil, case, caso, cidade, cidade paulo, cidades, educação, especial, estudo, estudo caso, paulo;brasil, cidade, cidades, desafios, educação, estudo, gestão, impactos, importância, município, operações, projetos, resiliência, sociais;perception;cidade, cidade paulo, desafios, paulo;caso, educação, paulo, proposta;atendimento, brasil, case, city, desafios, educação, educação especial, especial, estudo, ferramentas, gestão, paulo, quality;brasil, caso, paulo;;;paulo;caso, cidade, controle, documentos, estudo, estudo caso, generation, gestão, paulo, perspectiva, perspectivas, proposta, technology;;;ferramentas, paulo;;digital, estratégia, perspectiva;brasil, cidade, cidade paulo, educacionais, educação, paulo, políticas, políticas públicas, públicas;brasil, impactos, políticas;;educação, perspectiva;;;;;influence;atendimento, atendimento estudo, caso, caso hospital, estudo, estudo caso, hospital, operacionalização, operacionalização atendimento;educação, políticas, políticas públicas, públicas;;case, estratégia, perspectiva;case, caso, estudo, estudo caso, ferramentas, gestão, hospital, perspectiva;perspectivas;paulo;;acessibilidade, acessibilidade legislação, altas, altas habilidades, arousal, arousal intention, atendimento, atendimento estudo, aérea, aérea políticas, bank, bank generation, brasil, brasil estudo, case, caso, caso hospital, centro, cidade, cidade paulo, cidades, cliente, cliente impactos, companhia, companhia aérea, conflitos, conflitos operacionais, consolidação, consolidação marca, controle, cptm, digital, digital estratégia, educacionais, educacionais perspectiva, educação, educação especial, especial, especial proposta, estratégia, estratégia consolidação, estudo, estudo bank, estudo caso, estudo cptm, ferramentas, ferramentas marketing, generation, generation technology, gestão, gestão altas, gestão conflitos, habilidades, habilidades superdotação, hospital, hospital overbooking, impactos, impactos sociais, influence, influence perception, instrumento, instrumento microcrédito, intention, iot, lealdade, lealdade cliente, legislação, legislação brasil, marca, marca estudo, marketing, marketing digital, microcrédito, microcrédito lealdade, museum, museum influence, operacionais, operacionais companhia, operacionalização, operacionalização atendimento, operações, overbooking, overbooking gestão, paulo, perception, perception quality, perspectiva, perspectiva educação, políticas, políticas educacionais, portal, portal gestão, projetos, proposta, proposta portal, quality, quality arousal, sociais, superdotação, technology, technology museum;acessibilidade, acessibilidade legislação, aumentando, aumentando resiliência, aérea, bank, brasil, brasil estudo, cidade, cidade paulo, cidades, cidades aumentando, companhia, companhia aérea, conflitos, conflitos operacionais, consolidação, consolidação marca, controle, controle operações, cptm, digital, digital estratégia, documentos, documentos importância, energético, energético cidades, estratégia, estratégia consolidação, estudo, estudo bank, estudo cptm, ferramentas, ferramentas marketing, gerenciamento, gerenciamento projetos, gestão, gestão conflitos, gestão documentos, importância, importância gerenciamento, legislação, legislação brasil, marca, marca estudo, marketing, marketing digital, operacionais, operacionais companhia, operações, overbooking, overbooking gestão, paulo, perspectivas, projetos, resiliência, resiliência controle, risco, risco energético
Rogério Aparecido Campanari Xavier;;;;virtual;;;;;;;;;;;;;;;;;;;;;;;;;;virtual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;herramienta, profesional, realidad, realidad virtual, virtual, virtual herramienta;;;;;;;;;;;;;;;;;;;;virtual;
Rogério Aparecido Pereira;;;;;;;;;;;;;;;;;;;;;;study;;;study, test;;;;;;;review;;;;;;;study;;;;review;;;strategy;;;;;;;;;study;;;;;study;;;;study;;;;study;;;;;;;;;;;;;;;study;study;;;;study;
Rogério Deitali Bruno;;;;;;construção, física;ifsp, âmbito;;;campus, pibid, âmbito;;;;;;ifsp;;curso;;ifsp;;;;construção;;;;processo;campus;construção;curso;;construção;;;;curso;;;;campus, construção, ifsp;campus;;construção, processo;;;;;campus, ifsp;;;;;;campus, ifsp;;campus, construção, curso, ifsp;processo;física;campus, construção, curso, ifsp;;;;ifsp;construção;;;;;construção;física;;;;;;;;;curso;;campus, construção, curso, ifsp, processo, processo construção;construção;âmbito;;;;campus, construção, ifsp;ifsp
Romario Araujo Pinheiro;;;;;;;;;;;;;;;analysis;harvesting, synthesis;;;hydrogen, performance;;;;;;analysis;;;analysis;;application;;method, performance;;;;;;;analysis, application, influence, performance;;;;;;;;;;;characterization, hydrogen;;;;influence, performance;analysis, application, based;;;;;method, performance;;;;application, characterization, deposited, film, screen, steel;;analysis, condensation;;;;;;;;;influence;;;;;;;;application, based, method;analysis;;;;based, influence;
Silene Jucelino de Lima;;;;;;;básica;;;;;;;;;;;caso, curso, estudo, estudo caso;;;;;;estudo;;;;estudo;caso, estudo, estudo caso;caso;caso, curso, estudo;caso, estudo, estudo caso;;caso;;;curso, estudo;;caso, estudo, estudo caso, operacionalização;estudo;;;;estudo;;;;caso, estudo, estudo caso;;;caso, estudo, estudo caso;;estudo;;caso, estudo, estudo caso;estudo;curso;;básica, caso;atendimento, curso, estudo;caso;;;;caso, estudo, estudo caso;;;básica;;;básica;;;;atendimento, atendimento estudo, caso, caso hospital, estudo, estudo caso, hospital, operacionalização, operacionalização atendimento;;;curso;;;básica;curso;;caso, estudo, estudo caso, hospital;;;;atendimento, atendimento estudo, caso, caso hospital, estudo, estudo caso, hospital, operacionalização, operacionalização atendimento;estudo
Tatiana Aparecida Picosque;acesso;;;;educação;educação;acesso, acesso permanência, básica, básica noroeste, discussões, discussões acesso, educação, educação básica, noroeste, noroeste paulistano, observatório, observatório políticas, paulistano, permanência, permanência educação, políticas, políticas públicas, públicas, públicas discussões;;educação, públicas;;;;;;;educação;;educação, políticas;;;;;;;;;;;;;;políticas, políticas públicas, públicas;;;;;políticas, políticas públicas, públicas;;;;;educação;;educação, políticas, políticas públicas, públicas;;;;;noroeste;;;;;;educação, noroeste;educação;;;básica, educação, educação básica;educação;;;;;;;;básica;;;acesso, acesso permanência, básica, básica noroeste, discussões, discussões acesso, educação, educação básica, noroeste, noroeste paulistano, observatório, observatório políticas, paulistano, permanência, permanência educação, políticas, políticas públicas, públicas, públicas discussões;políticas;;educação;educação, políticas, políticas públicas, públicas;;;;;básica;;;;;;;;acesso, educação, políticas;
Teresa Helena Buscato Martins;análise;;ensino;análise, ensino;análise, produção;construção, visão;ifsp, relato;análise;ensino;campus, ensino, experiência, produção;;;;;;ifsp, pirituba;análise, conhecimento;análise, curso, recursos;;ifsp, pirituba;;;análise;análise, análise uso, construção, ensino, uso, área;;;ensino;ensino, processo, uso, visão;campus;conhecimento, construção, experiência, relato, relato experiência, uso;análise, curso, produção;conhecimento;adaptação, conhecimento, construção, ensino, inglesa, inglês, língua, língua inglesa;;ensino;;currículo, curso, ensino, experiência, uso, área;inglês, língua;análise, uso, área;;campus, construção, didáticos, ensino, ifsp, ifsp campus, inglês, livros, livros didáticos, língua;análise, campus, ensino, pesquisa, produção;;análise, construção, ensino, experiência, pesquisa, processo, relato, relato experiência;;;;inglesa, linguísticos, recursos, recursos linguísticos;análise, campus, ifsp, pirituba, visão;produção;uso;experiência;experiência, produção, uso;;análise, campus, ensino, ifsp, pirituba, visão;análise, conhecimento, pirituba, uso;adaptação, adaptação curso, campus, construção, curso, curso idiomas, curso inglês, ead, ead formato, ensino, experiência, experiência curso, formato, formato ead, formato semipresencial, idiomas, idiomas língua, ifsp, ifsp campus, inglesa, inglês, inglês formato, língua, língua inglesa, relato, relato experiência, semipresencial, semipresencial relato;ensino, processo;ensino, pirituba;campus, campus pirituba, construção, curso, ifsp, pesquisa, pirituba, uso;experiência;;;ifsp, pirituba;construção, pesquisa, produção, uso;;;análise;;conhecimento, construção, ensino, experiência, inglês, língua, relato, relato experiência, uso;ensino, recursos;ensino, produção;experiência, relato, relato experiência, uso;análise, ensino;;;;campus, construção, curso, ifsp, processo, processo construção;;curso;;;conhecimento, construção, experiência, relato, relato experiência, uso, visão;pesquisa;experiência;;;análise, campus, campus pirituba, conhecimento, construção, ifsp, ifsp campus, pirituba, uso;análise, conhecimento, ifsp, pirituba
Thiago Pedro Donadon Homem;aplicação;;;simulator;;construção, visão;feminino, mundo, projeto, relato;estratégia;;experiência, learning, método;learning;feminino;percepções;;ball, soccer;;conhecimento;feminino, framework, learning;learning, research;aplicação, artificial, através, através geração, feminino, feminino através, geração, geração renda, neural, perspectiva, renda;;study;projeto;construção, uso;comparative, comparative study, result, scenario, study;;;aplicación, aplicación inteligencia, aplicação, aplicação visão, artificial, artificial monitorear, computacional, computacional monitoramento, inteligencia, inteligencia artificial, mascarillas, mascarillas protección, monitoramento, monitoramento uso, monitorear, monitorear uso, máscaras, máscaras proteção, protección, proteção, proteção aplicación, uso, uso mascarillas, uso máscaras, visão, visão computacional;projeto;aplicação, aplicação projeto, application, através, através geração, computacional, comunicação, comunicação síncrona, conhecimento, conhecimento perspectiva, construção, construção conhecimento, estratégia, estratégia comunicação, experiência, feminino, feminino através, geração, geração renda, interatividade, interatividade construção, mundo, mundo relato, método, network, percepções, percepções aplicação, perspectiva, perspectiva mundo, projeto, projeto feminino, relato, relato experiência, renda, síncrona, síncrona interatividade, uso;estratégia;conhecimento, estratégia, method, problem, projeto;conhecimento, construção, construção conhecimento;;;;experiência, uso;;application, applied, case, cognitive, development, geração, network, proteção, research, scenario, study, uso;;construção, mundo;projeto;case, método;aplicação, construção, experiência, geração, método, perspectiva, relato, relato experiência, renda;;;;;visão;aplicação, geração;proteção, uso;artificial, experiência;experiência, uso;;application, based, case, computacional, spatial, study, visão;conhecimento, uso;construção, experiência, mundo, método, relato, relato experiência;;;applied, artificial, case, construção, method, study, uso;experiência;;representation;application, study;construção, framework, perspectiva, uso;;;aplicação, monitoramento, network, study;;comunicação, comunicação síncrona, conhecimento, conhecimento perspectiva, construção, construção conhecimento, estratégia, estratégia comunicação, experiência, interatividade, interatividade construção, mundo, mundo relato, perspectiva, perspectiva mundo, relato, relato experiência, síncrona, síncrona interatividade, uso;;;experiência, relato, relato experiência, uso;perspectiva;case, estratégia, perspectiva;;study;construção;application, based, method;;;conhecimento, construção, experiência, relato, relato experiência, uso, visão;;aplicação, através, case, perspectiva, renda, study;experiência, máscaras;;;approach, based, case, comunicação, conhecimento, construção, estratégia, monitoramento, network, perspectiva, projeto, study, uso;conhecimento, estratégia, projeto
Thiago Silva Broze;aplicação, dado;;;;ferramenta, gestão, papel, política;papel;grande, política, pública, âmbito;;técnicas;sob, âmbito;;brasileiro;design;;analysis;diagnóstico, implementação;gestão, trabalho;caso, desenvolvimento, estudo, estudo caso, fatores;brazil;aplicação, através, estoque, perspectiva, renda;;phase, study;sob;desenvolvimento, estudo;analysis, study, utilizando;;;analysis, aplicação, estudo, técnicas, utilizando;caso, desenvolvimento, estudo, estudo caso, gestão, papel;aplicação, através, caso, desenvolvimento, perspectiva, renda;caso, estoque, estudo, ferramenta, ferramentas, gestão, papel, ramo, setor, utilizando;caso, estudo, estudo caso, ferramentas, gestão;pública;caso;brasileiro;incentivo;empresas, estudo, utilizando;utilizando;agronegócio, analysis, brasileiro, case, case study, caso, enterprise, estudo, estudo caso, gestão, inovação, qualidade, study, trabalho;estudo;southern;desenvolvimento, implementação, pesquisa;brazil, case, risk;aplicação, criação, desenvolvimento, diagnóstico, estratégias, estudo, ferramentas, gestão, grande, perspectiva, pesquisa, política, pública, renda, trabalho, trabalho renda, utilizando;estratégias;;;brasileiro, caso, estudo, estudo caso;utilizando;aplicação, utilizando;caso, estratégias, estudo, estudo caso;dado, gestão;estudo, rio, setor;;analysis, brazil, case, case study, caso, climática, diagnóstico, estudo, estudo caso, implementação, parques, setor, study, sul, utilizando, utilização;dado, diagnóstico, empresas, estratégias, estudo, ferramenta, gestão, grande, modelo;rio;;caso, modelo, sul;agronegócio, brasileiro, brazil, case, criação, desenvolvimento, estudo, ferramentas, gestão, inovação, parques, pesquisa, study, tecnológicos, trabalho, utilizando;caso, inovação, política;;;study;caso, estudo, estudo caso, gestão, modelo, perspectiva, pesquisa, qualidade, trabalho, utilizando;analysis, phase;rio;aplicação, classificação, dado, desenvolvimento, ferramentas, study, técnicas;;perspectiva, utilizando;setor, trabalho;brasileiro, sob, trabalho;;perspectiva;case, caso, estudo, estudo caso, ferramentas, gestão, hospital, perspectiva;;study;âmbito;analysis;caso, estudo, estudo caso, hospital;;pesquisa;aplicação, através, case, perspectiva, renda, study;;;trabalho;utilizando;brazil, case, case study, caso, dado, desenvolvimento, estudo, estudo caso, ferramentas, gestão, hospital, inovação, modelo, papel, perspectiva, qualidade, study;estudo, ferramentas, gestão
Valdir Donizete dos Santos Junior;apresentação;;história;;disputa;nação;;;;experiência;;brasileira, governo;;;;;;perspectivas;;;;;;;;;;máscaras;;experiência;década;história, perspectivas;perspectivas;;;;distância, experiência;;indústria;;perspectivas, século;brasileira;;experiência;indústria;;;;;;;além, experiência;década, experiência;;;governo;ambiguidades, experiência, governo, história;;;indústria;experiência;musa;;;indústria, perspectivas;;;apresentação;;experiência;história;indústria;experiência;distância;perspectivas;;;;;;;experiência;experiência, máscaras;;;;;história;história, indústria, perspectivas
Vanessa Regina Ferreira da Silva;;;;;;;;;cursos, reflexões;docente, olhar, reflexões;literatura;;;;;paulo;literatura, trabalho;carreira, docente, literatura;;paulo;reflexões;;olhar;;;;;;federal, federal paulo, instituto, instituto federal, paulo;federal, federal paulo, instituto, instituto federal, paulo;;paulo;literatura, reflexões;;;letras, paulo;olhar, paulo;;paulo, trabalho;;literatura, paulo;;literatura, paulo;federal, literatura, trabalho;;;literatura;;federal, federal paulo, instituto, instituto federal, paulo;;;;;;federal, federal paulo, instituto, instituto federal, literatura, paulo;cursos, literatura;letras, literatura;paulo;docente, federal, federal paulo, instituto, instituto federal, paulo;cursos, federal, paulo, trabalho;paulo;;;paulo;literatura, paulo, trabalho;;literatura;paulo;;literatura;atuais, autonomia, autonomia trabalho, carreira, carreira reflexões, dilemas, dilemas atuais, docente, docente instituto, federal, federal paulo, instituto, instituto federal, novo, paulo, paulo carreira, reflexões, reflexões dilemas, trabalho, trabalho docente;trabalho;;olhar, reflexões;paulo;;;;;;;;;trabalho;;;;paulo;paulo
Whisner Fraga Mamede;;;;;;;;;;;;;;;;;;;;;;;;;utilizando;;;utilizando;;;utilizando;;;;;;utilizando;utilizando;;;;;;utilizando;;;;;utilizando;utilizando;;;;;utilizando;;;;;utilizando;;;;;utilizando;;;;;utilizando;;;;;;;;;;;;;;utilizando;;;;;
Wilian Ramalho Feitosa;acesso, análise, clientes, dado, meio, redes, redes sociais, sociais;;história;análise, evaluation, virtual;análise, brasil, educação, gestão, papel, sistema, social;construção, educação, papel;acesso, cidade, cultura, educação, ifsp, políticas, projeto, redes, redes sociais, sociais;análise, estratégia;educação, impactos;avaliação, campus, context, contexto, digital, perspective;;;;;;conceito, educação, evaluation, ifsp, paulo, pirituba;análise, brasileiras, conhecimento, gestão, impactos;análise, avaliação, brasil, caso, desenvolvimento, educação, estudo, estudo caso, organizacional, políticas, proposta;brazil, context, online, sharing;controle, ifsp, paulo, perspectiva, pirituba;;evaluation, study;análise, projeto, proposta;análise, atividade, construção, desenvolvimento, estudo, interação, uso;sistema, study;;;clientes, digital, estudo, monitoramento, portuguese, redes, redes sociais, sociais, uso;campus, caso, desenvolvimento, digital, estudo, estudo caso, gestão, papel, paulo, projeto, role, sistema, social, technology;brasil, caso, comunicação, conhecimento, construção, cultura, desenvolvimento, digital, estratégia, estudio, network, paulo, perspectiva, projeto, social, uso, virtual;acessibilidade, acessibilidade legislação, análise, aérea, bank, brasil, brasil estudo, caso, comercial, companhia, companhia aérea, conflitos, conflitos operacionais, consolidação, consolidação marca, cptm, digital, digital estratégia, empresa, estratégia, estratégia consolidação, estudo, estudo bank, estudo cptm, ferramentas, ferramentas marketing, gestão, gestão conflitos, legislação, legislação brasil, marca, marca estudo, marketing, marketing digital, operacionais, operacionais companhia, overbooking, overbooking gestão, papel, principais, projetos, serviços, sistema;acessibilidade, acessibilidade legislação, aérea, bank, brasil, brasil estudo, caso, catando, catando histórias, centro, centro distribuição, cidade, cidade paulo, cidades, companhia, companhia aérea, conflitos, conflitos operacionais, conhecimento, conhecimento logística, consolidação, consolidação marca, controle, cptm, digital, digital estratégia, distribuição, distribuição estudo, estratégia, estratégia consolidação, estudo, estudo bank, estudo caso, estudo cptm, evaluation, facility, facility centro, ferramentas, ferramentas marketing, gestão, gestão conflitos, gestão facility, história, história cidade, histórias, histórias integrando, implantação, implantação gestão, integrando, integrando conhecimento, legislação, legislação brasil, logística, logística reversa, marca, marca estudo, marketing, marketing digital, operacionais, operacionais companhia, operações, overbooking, overbooking gestão, paulo, perspective, políticas, projeto, projeto catando, projetos, reversa, reversa história;ano, conhecimento, construção, sociais;caso;conceito;companhia, meio, paulo;avaliação, contexto, estudo, paulo, políticas, proposta, uso;digital;análise, assessing, case, case study, caso, comercial, company, digital, estudo, estudo caso, gestão, green, impactos, implantação, influence, inovação, network, operacionalização, organizacional, paulo, policy, qualidade, relação, study, technology, uso;estudo;campus, construção, digital, ifsp, ifsp campus, literacy, paulo, sociais;análise, campus, desenvolvimento, educação, educação especial, especial, projeto, revista;assessing, brazil, case, community, context, mudanças, paulo;ano, análise, brasil, construção, desenvolvimento, educacionais, educação, estudo, ferramentas, gestão, meio, perspectiva, políticas, projetos, relação, social;transparência;company;;ampliação, brasil, caso, contexto, digital, estudo, estudo caso, meio, online, proposta, redes, redes sociais, sociais;análise, campus, cidade, cidade paulo, cidades, ifsp, mudanças, paulo, pirituba;cultura, generation;caso, contexto, estudo, estudo caso, uso;automation, automação, controle, dado, digital, gestão, relação, serviços;aplicado, aplicado conceito, cidades, cidades inteligentes, civil, conceito, conceito cidades, estudo, geoanalytics, geoanalytics aplicado, inteligentes, sistema, uso;evaluation, influence, quality;ano, análise, avaliação, based, brasil, brazil, campus, case, case study, caso, cidade, cidade paulo, cidades, educação, especial, estudo, estudo caso, ifsp, mudanças, paulo, pirituba, sistema, study, urbana;análise, avaliação, brasil, cidade, cidades, cidades inteligentes, civil, conhecimento, corrupção, corrupção cultivo, cultivo, cultivo lideranças, cultura, cultura organizacional, dado, defesa, defesa civil, educação, estudo, gestão, impactos, inteligentes, lideranças, lideranças éticas, logísticas, modelo, mudanças, operações, operações logísticas, organizacional, organizacional prevenção, pirituba, prevenção, prevenção corrupção, projetos, relação, relevância, relevância cultura, serviços, sociais, urbana, uso, éticas, éticas operações;campus, construção, história, ifsp, ifsp campus, perception;cidade, cidade paulo, paulo;caso, educação, modelo, paulo, pirituba, proposta;atendimento, avaliação, brasil, brazil, campus, campus pirituba, capital, case, company, construção, cultura, desenvolvimento, educação, educação especial, especial, estudio, estudio exploratorio, estudo, exploratorio, ferramentas, gestão, ifsp, inovação, inovação social, logística, luz, model, paulo, perspective, pirituba, policy, quality, relação, social, student, study, uso;brasil, caso, inovação, paulo, serviços;;perspective, social;avaliação, ifsp, paulo, pirituba, study, using;business, caso, cidade, compreendendo, construção, consumidores, controle, empresa, estudo, estudo caso, generation, gestão, implantação, logística, logística reversa, model, modelo, paulo, perspectiva, proposta, qualidade, reversa, role, sistema, technology, uso;;;análise, análise dado, clientes, dado, desenvolvimento, ferramentas, meio, monitoramento, network, paulo, sistema, study, virtual;;comunicação, conhecimento, construção, digital, estratégia, perspectiva, uso;acesso, brasil, cidade, cidade paulo, educacionais, educação, história, paulo, políticas;atividade, brasil, capital, impactos, políticas;uso;análise, contexto, educação, perspectiva;acessibilidade, acessibilidade legislação, altas, altas habilidades, arousal, arousal intention, atendimento, atendimento estudo, aérea, aérea políticas, bank, bank generation, brasil, brasil estudo, case, caso, caso hospital, centro, cidade, cidade paulo, cidades, cliente, cliente impactos, companhia, companhia aérea, conflitos, conflitos operacionais, consolidação, consolidação marca, controle, cptm, digital, digital estratégia, educacionais, educacionais perspectiva, educação, educação especial, especial, especial proposta, estratégia, estratégia consolidação, estudo, estudo bank, estudo caso, estudo cptm, ferramentas, ferramentas marketing, generation, generation technology, gestão, gestão altas, gestão conflitos, habilidades, habilidades superdotação, hospital, hospital overbooking, impactos, impactos sociais, influence, influence perception, instrumento, instrumento microcrédito, intention, iot, lealdade, lealdade cliente, legislação, legislação brasil, marca, marca estudo, marketing, marketing digital, microcrédito, microcrédito lealdade, museum, museum influence, operacionais, operacionais companhia, operacionalização, operacionalização atendimento, operações, overbooking, overbooking gestão, paulo, perception, perception quality, perspectiva, perspectiva educação, políticas, políticas educacionais, portal, portal gestão, projetos, proposta, proposta portal, quality, quality arousal, sociais, superdotação, technology, technology museum;virtual;study;campus, construção, ifsp;based, influence;atendimento, atendimento estudo, caso, caso hospital, estudo, estudo caso, hospital, operacionalização, operacionalização atendimento;acesso, educação, políticas;análise, campus, campus pirituba, conhecimento, construção, ifsp, ifsp campus, pirituba, uso;approach, based, case, comunicação, conhecimento, construção, estratégia, monitoramento, network, perspectiva, projeto, study, uso;brazil, case, case study, caso, dado, desenvolvimento, estudo, estudo caso, ferramentas, gestão, hospital, inovação, modelo, papel, perspectiva, qualidade, study;história;paulo;;;acessibilidade, acessibilidade legislação, acessibilidade mobilidade, análise, aérea, bank, brasil, brasil estudo, brasileiras, catando, catando histórias, cidade, cidade paulo, cidades, cidades inteligentes, companhia, companhia aérea, conflitos, conflitos operacionais, conhecimento, conhecimento logística, consolidação, consolidação marca, controle, cptm, cptm acessibilidade, digital, digital estratégia, estratégia, estratégia consolidação, estudo, estudo bank, estudo cptm, ferramentas, ferramentas marketing, gestão, gestão conflitos, história, história cidade, histórias, histórias integrando, ifsp, integrando, integrando conhecimento, inteligentes, inteligentes brasileiras, legislação, legislação brasil, logística, logística reversa, marca, marca estudo, marketing, marketing digital, mobilidade, mobilidade urbana, operacionais, operacionais companhia, operações, overbooking, overbooking gestão, paulo, pirituba, principais, principais cidades, projeto, projeto catando, projetos, relação, reversa, reversa história, urbana, urbana principais
